guest_id,age
G047544,45.0
G047545,
G047546,38.0
G047547,43.0
G047548,49.0
G047549,18.0
G047550,47.0
G047551,45.0
G047552,71.0
G047553,39.0
G047554,49.0
G047555,54.0
G047556,51.0
G047557,30.0
G047558,36.0
G047559,45.0
G047560,45.0
G047561,39.0
G047562,42.0
G047563,58.0
G047564,71.0
G047565,52.0
G047566,36.0
G047567,44.0
G047568,38.0
G047569,36.0
G047570,42.0
G047571,48.0
G047572,57.0
G047573,57.0
G047574,55.0
G047575,44.0
G047576,26.0
G047577,49.0
G047578,21.0
G047579,53.0
G047580,18.0
G047581,46.0
G047582,36.0
G047583,47.0
G047584,32.0
G047585,42.0
G047586,36.0
G047587,52.0
G047588,43.0
G047589,60.0
G047590,49.0
G047591,38.0
G047592,42.0
G047593,41.0
G047594,84.0
G047595,58.0
G047596,48.0
G047597,58.0
G047598,43.0
G047599,36.0
G047600,58.0
G047601,60.0
G047602,47.0
G047603,21.0
G047604,42.0
G047605,46.0
G047606,47.0
G047607,65.0
G047608,28.0
G047609,55.0
G047610,54.0
G047611,50.0
G047612,31.0
G047613,53.0
G047614,49.0
G047615,53.0
G047616,23.0
G047617,39.0
G047618,67.0
G047619,70.0
G047620,29.0
G047621,31.0
G047622,59.0
G047623,50.0
G047624,41.0
G047625,61.0
G047626,68.0
G047627,68.0
G047628,60.0
G047629,44.0
G047630,49.0
G047631,67.0
G047632,33.0
G047633,60.0
G047634,55.0
G047635,44.0
G047636,41.0
G047637,48.0
G047638,36.0
G047639,40.0
G047640,38.0
G047641,39.0
G047642,49.0
G047643,41.0
G047644,33.0
G047645,51.0
G047646,43.0
G047647,39.0
G047648,53.0
G047649,43.0
G047650,69.0
G047651,60.0
G047652,42.0
G047653,52.0
G047654,59.0
G047655,58.0
G047656,44.0
G047657,71.0
G047658,37.0
G047659,65.0
G047660,39.0
G047661,46.0
G047662,60.0
G047663,
G047664,46.0
G047665,35.0
G047666,44.0
G047667,53.0
G047668,43.0
G047669,38.0
G047670,51.0
G047671,67.0
G047672,42.0
G047673,46.0
G047674,60.0
G047675,47.0
G047676,48.0
G047677,36.0
G047678,60.0
G047679,47.0
G047680,61.0
G047681,38.0
G047682,46.0
G047683,46.0
G047684,34.0
G047685,52.0
G047686,36.0
G047687,32.0
G047688,46.0
G047689,41.0
G047690,61.0
G047691,49.0
G047692,57.0
G047693,69.0
G047694,44.0
G047695,35.0
G047696,48.0
G047697,56.0
G047698,44.0
G047699,33.0
G047700,56.0
G047701,54.0
G047702,54.0
G047703,44.0
G047704,61.0
G047705,39.0
G047706,34.0
G047707,29.0
G047708,54.0
G047709,59.0
G047710,28.0
G047711,54.0
G047712,31.0
G047713,74.0
G047714,31.0
G047715,56.0
G047716,44.0
G047717,67.0
G047718,62.0
G047719,47.0
G047720,62.0
G047721,50.0
G047722,58.0
G047723,64.0
G047724,63.0
G047725,51.0
G047726,
G047727,40.0
G047728,41.0
G047729,58.0
G047730,54.0
G047731,27.0
G047732,37.0
G047733,50.0
G047734,21.0
G047735,20.0
G047736,47.0
G047737,45.0
G047738,42.0
G047739,34.0
G047740,45.0
G047741,47.0
G047742,50.0
G047743,41.0
G047744,42.0
G047745,19.0
G047746,53.0
G047747,31.0
G047748,55.0
G047749,52.0
G047750,33.0
G047751,58.0
G047752,56.0
G047753,51.0
G047754,60.0
G047755,31.0
G047756,52.0
G047757,27.0
G047758,38.0
G047759,33.0
G047760,51.0
G047761,39.0
G047762,52.0
G047763,44.0
G047764,31.0
G047765,53.0
G047766,50.0
G047767,52.0
G047768,53.0
G047769,51.0
G047770,37.0
G047771,52.0
G047772,41.0
G047773,52.0
G047774,54.0
G047775,49.0
G047776,72.0
G047777,18.0
G047778,44.0
G047779,41.0
G047780,44.0
G047781,56.0
G047782,44.0
G047783,34.0
G047784,27.0
G047785,18.0
G047786,40.0
G047787,43.0
G047788,30.0
G047789,44.0
G047790,45.0
G047791,53.0
G047792,55.0
G047793,46.0
G047794,39.0
G047795,43.0
G047796,31.0
G047797,18.0
G047798,58.0
G047799,35.0
G047800,54.0
G047801,45.0
G047802,60.0
G047803,64.0
G047804,35.0
G047805,27.0
G047806,27.0
G047807,45.0
G047808,45.0
G047809,24.0
G047810,42.0
G047811,44.0
G047812,69.0
G047813,47.0
G047814,51.0
G047815,68.0
G047816,46.0
G047817,57.0
G047818,28.0
G047819,57.0
G047820,55.0
G047821,59.0
G047822,55.0
G047823,55.0
G047824,63.0
G047825,44.0
G047826,23.0
G047827,49.0
G047828,53.0
G047829,41.0
G047830,36.0
G047831,43.0
G047832,53.0
G047833,40.0
G047834,28.0
G047835,38.0
G047836,44.0
G047837,29.0
G047838,33.0
G047839,63.0
G047840,31.0
G047841,50.0
G047842,50.0
G047843,47.0
G047844,58.0
G047845,56.0
G047846,49.0
G047847,50.0
G047848,43.0
G047849,45.0
G047850,35.0
G047851,53.0
G047852,41.0
G047853,42.0
G047854,37.0
G047855,30.0
G047856,56.0
G047857,62.0
G047858,35.0
G047859,27.0
G047860,43.0
G047861,37.0
G047862,32.0
G047863,55.0
G047864,58.0
G047865,50.0
G047866,46.0
G047867,41.0
G047868,27.0
G047869,50.0
G047870,43.0
G047871,51.0
G047872,40.0
G047873,35.0
G047874,69.0
G047875,58.0
G047876,58.0
G047877,48.0
G047878,47.0
G047879,23.0
G047880,45.0
G047881,57.0
G047882,41.0
G047883,33.0
G047884,60.0
G047885,58.0
G047886,48.0
G047887,37.0
G047888,18.0
G047889,49.0
G047890,39.0
G047891,45.0
G047892,56.0
G047893,55.0
G047894,34.0
G047895,58.0
G047896,44.0
G047897,37.0
G047898,42.0
G047899,52.0
G047900,51.0
G047901,72.0
G047902,66.0
G047903,37.0
G047904,43.0
G047905,55.0
G047906,74.0
G047907,72.0
G047908,58.0
G047909,37.0
G047910,42.0
G047911,40.0
G047912,49.0
G047913,49.0
G047914,47.0
G047915,60.0
G047916,41.0
G047917,52.0
G047918,47.0
G047919,48.0
G047920,49.0
G047921,19.0
G047922,34.0
G047923,46.0
G047924,44.0
G047925,66.0
G047926,32.0
G047927,30.0
G047928,50.0
G047929,
G047930,24.0
G047931,50.0
G047932,52.0
G047933,67.0
G047934,45.0
G047935,42.0
G047936,45.0
G047937,40.0
G047938,53.0
G047939,44.0
G047940,30.0
G047941,47.0
G047942,41.0
G047943,19.0
G047944,45.0
G047945,45.0
G047946,52.0
G047947,32.0
G047948,29.0
G047949,38.0
G047950,49.0
G047951,34.0
G047952,39.0
G047953,23.0
G047954,41.0
G047955,48.0
G047956,27.0
G047957,30.0
G047958,45.0
G047959,38.0
G047960,51.0
G047961,65.0
G047962,41.0
G047963,53.0
G047964,51.0
G047965,33.0
G047966,56.0
G047967,51.0
G047968,72.0
G047969,52.0
G047970,36.0
G047971,31.0
G047972,53.0
G047973,70.0
G047974,35.0
G047975,76.0
G047976,33.0
G047977,58.0
G047978,48.0
G047979,50.0
G047980,46.0
G047981,44.0
G047982,23.0
G047983,82.0
G047984,55.0
G047985,36.0
G047986,49.0
G047987,51.0
G047988,32.0
G047989,40.0
G047990,21.0
G047991,44.0
G047992,57.0
G047993,36.0
G047994,71.0
G047995,46.0
G047996,35.0
G047997,31.0
G047998,59.0
G047999,48.0
G048000,57.0
G048001,36.0
G048002,51.0
G048003,53.0
G048004,50.0
G048005,72.0
G048006,31.0
G048007,45.0
G048008,51.0
G048009,80.0
G048010,47.0
G048011,37.0
G048012,38.0
G048013,72.0
G048014,36.0
G048015,60.0
G048016,76.0
G048017,49.0
G048018,37.0
G048019,36.0
G048020,70.0
G048021,58.0
G048022,52.0
G048023,48.0
G048024,36.0
G048025,74.0
G048026,58.0
G048027,31.0
G048028,46.0
G048029,36.0
G048030,60.0
G048031,46.0
G048032,56.0
G048033,45.0
G048034,52.0
G048035,40.0
G048036,39.0
G048037,73.0
G048038,60.0
G048039,44.0
G048040,47.0
G048041,44.0
G048042,67.0
G048043,42.0
G048044,47.0
G048045,50.0
G048046,52.0
G048047,40.0
G048048,
G048049,51.0
G048050,45.0
G048051,46.0
G048052,54.0
G048053,47.0
G048054,29.0
G048055,61.0
G048056,60.0
G048057,56.0
G048058,62.0
G048059,34.0
G048060,60.0
G048061,66.0
G048062,50.0
G048063,18.0
G048064,54.0
G048065,65.0
G048066,25.0
G048067,53.0
G048068,51.0
G048069,25.0
G048070,18.0
G048071,41.0
G048072,
G048073,47.0
G048074,46.0
G048075,46.0
G048076,54.0
G048077,29.0
G048078,42.0
G048079,47.0
G048080,43.0
G048081,64.0
G048082,43.0
G048083,59.0
G048084,30.0
G048085,47.0
G048086,24.0
G048087,55.0
G048088,35.0
G048089,48.0
G048090,24.0
G048091,45.0
G048092,42.0
G048093,50.0
G048094,70.0
G048095,53.0
G048096,28.0
G048097,54.0
G048098,41.0
G048099,36.0
G048100,43.0
G048101,63.0
G048102,40.0
G048103,46.0
G048104,37.0
G048105,34.0
G048106,78.0
G048107,63.0
G048108,27.0
G048109,55.0
G048110,39.0
G048111,48.0
G048112,52.0
G048113,48.0
G048114,50.0
G048115,34.0
G048116,66.0
G048117,60.0
G048118,53.0
G048119,45.0
G048120,38.0
G048121,59.0
G048122,32.0
G048123,55.0
G048124,55.0
G048125,36.0
G048126,42.0
G048127,47.0
G048128,18.0
G048129,51.0
G048130,34.0
G048131,45.0
G048132,44.0
G048133,
G048134,36.0
G048135,44.0
G048136,57.0
G048137,45.0
G048138,38.0
G048139,39.0
G048140,53.0
G048141,30.0
G048142,49.0
G048143,55.0
G048144,40.0
G048145,38.0
G048146,45.0
G048147,58.0
G048148,40.0
G048149,37.0
G048150,42.0
G048151,30.0
G048152,49.0
G048153,62.0
G048154,30.0
G048155,29.0
G048156,50.0
G048157,36.0
G048158,55.0
G048159,43.0
G048160,46.0
G048161,45.0
G048162,33.0
G048163,31.0
G048164,56.0
G048165,21.0
G048166,44.0
G048167,29.0
G048168,18.0
G048169,52.0
G048170,47.0
G048171,27.0
G048172,40.0
G048173,39.0
G048174,25.0
G048175,23.0
G048176,49.0
G048177,48.0
G048178,50.0
G048179,63.0
G048180,48.0
G048181,32.0
G048182,27.0
G048183,49.0
G048184,46.0
G048185,53.0
G048186,43.0
G048187,44.0
G048188,56.0
G048189,48.0
G048190,44.0
G048191,31.0
G048192,36.0
G048193,69.0
G048194,32.0
G048195,49.0
G048196,50.0
G048197,45.0
G048198,41.0
G048199,31.0
G048200,54.0
G048201,44.0
G048202,43.0
G048203,39.0
G048204,51.0
G048205,32.0
G048206,32.0
G048207,40.0
G048208,66.0
G048209,62.0
G048210,65.0
G048211,33.0
G048212,38.0
G048213,54.0
G048214,50.0
G048215,64.0
G048216,75.0
G048217,
G048218,57.0
G048219,26.0
G048220,59.0
G048221,49.0
G048222,56.0
G048223,67.0
G048224,50.0
G048225,56.0
G048226,63.0
G048227,55.0
G048228,67.0
G048229,41.0
G048230,40.0
G048231,62.0
G048232,45.0
G048233,60.0
G048234,33.0
G048235,50.0
G048236,76.0
G048237,
G048238,45.0
G048239,18.0
G048240,44.0
G048241,45.0
G048242,57.0
G048243,39.0
G048244,47.0
G048245,49.0
G048246,40.0
G048247,28.0
G048248,67.0
G048249,53.0
G048250,57.0
G048251,72.0
G048252,51.0
G048253,29.0
G048254,59.0
G048255,29.0
G048256,40.0
G048257,64.0
G048258,49.0
G048259,43.0
G048260,29.0
G048261,48.0
G048262,81.0
G048263,48.0
G048264,51.0
G048265,55.0
G048266,54.0
G048267,58.0
G048268,41.0
G048269,50.0
G048270,44.0
G048271,61.0
G048272,42.0
G048273,28.0
G048274,46.0
G048275,45.0
G048276,49.0
G048277,
G048278,56.0
G048279,39.0
G048280,41.0
G048281,43.0
G048282,70.0
G048283,58.0
G048284,18.0
G048285,53.0
G048286,49.0
G048287,75.0
G048288,49.0
G048289,
G048290,50.0
G048291,52.0
G048292,34.0
G048293,27.0
G048294,54.0
G048295,64.0
G048296,33.0
G048297,61.0
G048298,49.0
G048299,38.0
G048300,57.0
G048301,29.0
G048302,43.0
G048303,53.0
G048304,48.0
G048305,39.0
G048306,42.0
G048307,49.0
G048308,38.0
G048309,
G048310,44.0
G048311,66.0
G048312,32.0
G048313,44.0
G048314,66.0
G048315,53.0
G048316,51.0
G048317,36.0
G048318,47.0
G048319,37.0
G048320,
G048321,81.0
G048322,67.0
G048323,49.0
G048324,38.0
G048325,52.0
G048326,40.0
G048327,51.0
G048328,57.0
G048329,34.0
G048330,45.0
G048331,59.0
G048332,45.0
G048333,53.0
G048334,18.0
G048335,40.0
G048336,35.0
G048337,55.0
G048338,41.0
G048339,46.0
G048340,58.0
G048341,49.0
G048342,43.0
G048343,35.0
G048344,44.0
G048345,48.0
G048346,64.0
G048347,39.0
G048348,72.0
G048349,50.0
G048350,51.0
G048351,54.0
G048352,62.0
G048353,44.0
G048354,37.0
G048355,47.0
G048356,30.0
G048357,19.0
G048358,43.0
G048359,41.0
G048360,38.0
G048361,51.0
G048362,58.0
G048363,50.0
G048364,35.0
G048365,56.0
G048366,56.0
G048367,46.0
G048368,49.0
G048369,50.0
G048370,45.0
G048371,39.0
G048372,44.0
G048373,50.0
G048374,45.0
G048375,42.0
G048376,34.0
G048377,42.0
G048378,24.0
G048379,56.0
G048380,52.0
G048381,47.0
G048382,56.0
G048383,57.0
G048384,36.0
G048385,36.0
G048386,46.0
G048387,37.0
G048388,36.0
G048389,49.0
G048390,73.0
G048391,46.0
G048392,32.0
G048393,42.0
G048394,53.0
G048395,20.0
G048396,69.0
G048397,18.0
G048398,34.0
G048399,29.0
G048400,24.0
G048401,83.0
G048402,52.0
G048403,26.0
G048404,42.0
G048405,62.0
G048406,38.0
G048407,74.0
G048408,18.0
G048409,55.0
G048410,50.0
G048411,60.0
G048412,59.0
G048413,33.0
G048414,48.0
G048415,53.0
G048416,67.0
G048417,42.0
G048418,64.0
G048419,50.0
G048420,69.0
G048421,49.0
G048422,49.0
G048423,27.0
G048424,55.0
G048425,55.0
G048426,60.0
G048427,41.0
G048428,62.0
G048429,42.0
G048430,61.0
G048431,53.0
G048432,35.0
G048433,43.0
G048434,46.0
G048435,28.0
G048436,58.0
G048437,44.0
G048438,43.0
G048439,27.0
G048440,49.0
G048441,38.0
G048442,27.0
G048443,58.0
G048444,51.0
G048445,58.0
G048446,54.0
G048447,59.0
G048448,58.0
G048449,48.0
G048450,30.0
G048451,44.0
G048452,74.0
G048453,46.0
G048454,30.0
G048455,24.0
G048456,64.0
G048457,52.0
G048458,24.0
G048459,40.0
G048460,39.0
G048461,33.0
G048462,48.0
G048463,35.0
G048464,51.0
G048465,48.0
G048466,49.0
G048467,30.0
G048468,
G048469,50.0
G048470,40.0
G048471,48.0
G048472,20.0
G048473,29.0
G048474,61.0
G048475,25.0
G048476,44.0
G048477,31.0
G048478,59.0
G048479,46.0
G048480,36.0
G048481,46.0
G048482,53.0
G048483,55.0
G048484,37.0
G048485,35.0
G048486,35.0
G048487,29.0
G048488,39.0
G048489,36.0
G048490,56.0
G048491,31.0
G048492,49.0
G048493,31.0
G048494,36.0
G048495,55.0
G048496,55.0
G048497,62.0
G048498,45.0
G048499,60.0
G048500,30.0
G048501,32.0
G048502,36.0
G048503,55.0
G048504,53.0
G048505,49.0
G048506,47.0
G048507,53.0
G048508,38.0
G048509,73.0
G048510,36.0
G048511,37.0
G048512,38.0
G048513,21.0
G048514,44.0
G048515,56.0
G048516,65.0
G048517,61.0
G048518,31.0
G048519,47.0
G048520,42.0
G048521,59.0
G048522,42.0
G048523,59.0
G048524,45.0
G048525,38.0
G048526,59.0
G048527,41.0
G048528,36.0
G048529,75.0
G048530,38.0
G048531,49.0
G048532,31.0
G048533,47.0
G048534,38.0
G048535,57.0
G048536,74.0
G048537,50.0
G048538,31.0
G048539,39.0
G048540,56.0
G048541,39.0
G048542,42.0
G048543,24.0
G048544,65.0
G048545,54.0
G048546,18.0
G048547,33.0
G048548,27.0
G048549,
G048550,69.0
G048551,28.0
G048552,43.0
G048553,67.0
G048554,38.0
G048555,74.0
G048556,37.0
G048557,50.0
G048558,40.0
G048559,58.0
G048560,54.0
G048561,54.0
G048562,55.0
G048563,23.0
G048564,47.0
G048565,38.0
G048566,48.0
G048567,42.0
G048568,51.0
G048569,34.0
G048570,53.0
G048571,33.0
G048572,60.0
G048573,54.0
G048574,57.0
G048575,52.0
G048576,35.0
G048577,40.0
G048578,39.0
G048579,54.0
G048580,63.0
G048581,51.0
G048582,38.0
G048583,23.0
G048584,60.0
G048585,49.0
G048586,59.0
G048587,67.0
G048588,44.0
G048589,19.0
G048590,67.0
G048591,36.0
G048592,41.0
G048593,52.0
G048594,56.0
G048595,44.0
G048596,90.0
G048597,44.0
G048598,77.0
G048599,21.0
G048600,41.0
G048601,40.0
G048602,56.0
G048603,45.0
G048604,60.0
G048605,73.0
G048606,46.0
G048607,50.0
G048608,45.0
G048609,68.0
G048610,41.0
G048611,24.0
G048612,58.0
G048613,34.0
G048614,38.0
G048615,23.0
G048616,55.0
G048617,68.0
G048618,42.0
G048619,41.0
G048620,35.0
G048621,22.0
G048622,59.0
G048623,63.0
G048624,38.0
G048625,45.0
G048626,57.0
G048627,47.0
G048628,45.0
G048629,27.0
G048630,48.0
G048631,25.0
G048632,20.0
G048633,54.0
G048634,35.0
G048635,58.0
G048636,56.0
G048637,70.0
G048638,45.0
G048639,39.0
G048640,35.0
G048641,40.0
G048642,40.0
G048643,36.0
G048644,63.0
G048645,18.0
G048646,45.0
G048647,45.0
G048648,37.0
G048649,60.0
G048650,70.0
G048651,31.0
G048652,64.0
G048653,64.0
G048654,42.0
G048655,45.0
G048656,35.0
G048657,44.0
G048658,31.0
G048659,41.0
G048660,46.0
G048661,63.0
G048662,49.0
G048663,33.0
G048664,60.0
G048665,44.0
G048666,47.0
G048667,36.0
G048668,45.0
G048669,43.0
G048670,22.0
G048671,88.0
G048672,53.0
G048673,29.0
G048674,51.0
G048675,56.0
G048676,44.0
G048677,29.0
G048678,62.0
G048679,42.0
G048680,46.0
G048681,36.0
G048682,70.0
G048683,69.0
G048684,54.0
G048685,55.0
G048686,53.0
G048687,33.0
G048688,30.0
G048689,63.0
G048690,60.0
G048691,62.0
G048692,56.0
G048693,58.0
G048694,40.0
G048695,25.0
G048696,63.0
G048697,59.0
G048698,54.0
G048699,32.0
G048700,46.0
G048701,53.0
G048702,47.0
G048703,40.0
G048704,49.0
G048705,44.0
G048706,74.0
G048707,55.0
G048708,27.0
G048709,61.0
G048710,73.0
G048711,51.0
G048712,35.0
G048713,21.0
G048714,35.0
G048715,39.0
G048716,32.0
G048717,54.0
G048718,24.0
G048719,59.0
G048720,55.0
G048721,41.0
G048722,18.0
G048723,32.0
G048724,54.0
G048725,45.0
G048726,39.0
G048727,43.0
G048728,45.0
G048729,50.0
G048730,52.0
G048731,57.0
G048732,40.0
G048733,53.0
G048734,63.0
G048735,40.0
G048736,50.0
G048737,63.0
G048738,66.0
G048739,53.0
G048740,50.0
G048741,56.0
G048742,53.0
G048743,63.0
G048744,57.0
G048745,45.0
G048746,55.0
G048747,40.0
G048748,58.0
G048749,60.0
G048750,54.0
G048751,33.0
G048752,50.0
G048753,42.0
G048754,37.0
G048755,26.0
G048756,33.0
G048757,34.0
G048758,25.0
G048759,24.0
G048760,30.0
G048761,44.0
G048762,29.0
G048763,55.0
G048764,42.0
G048765,52.0
G048766,41.0
G048767,59.0
G048768,34.0
G048769,33.0
G048770,49.0
G048771,54.0
G048772,53.0
G048773,58.0
G048774,36.0
G048775,53.0
G048776,51.0
G048777,25.0
G048778,49.0
G048779,47.0
G048780,41.0
G048781,50.0
G048782,55.0
G048783,60.0
G048784,50.0
G048785,31.0
G048786,51.0
G048787,41.0
G048788,59.0
G048789,63.0
G048790,59.0
G048791,57.0
G048792,26.0
G048793,36.0
G048794,37.0
G048795,76.0
G048796,30.0
G048797,36.0
G048798,69.0
G048799,53.0
G048800,52.0
G048801,36.0
G048802,58.0
G048803,34.0
G048804,44.0
G048805,31.0
G048806,29.0
G048807,23.0
G048808,87.0
G048809,46.0
G048810,34.0
G048811,57.0
G048812,29.0
G048813,40.0
G048814,60.0
G048815,31.0
G048816,60.0
G048817,24.0
G048818,34.0
G048819,61.0
G048820,32.0
G048821,52.0
G048822,62.0
G048823,37.0
G048824,43.0
G048825,49.0
G048826,72.0
G048827,39.0
G048828,55.0
G048829,69.0
G048830,53.0
G048831,52.0
G048832,38.0
G048833,30.0
G048834,40.0
G048835,65.0
G048836,38.0
G048837,34.0
G048838,53.0
G048839,48.0
G048840,39.0
G048841,53.0
G048842,44.0
G048843,50.0
G048844,58.0
G048845,83.0
G048846,57.0
G048847,48.0
G048848,57.0
G048849,30.0
G048850,55.0
G048851,33.0
G048852,53.0
G048853,72.0
G048854,35.0
G048855,41.0
G048856,65.0
G048857,37.0
G048858,50.0
G048859,53.0
G048860,27.0
G048861,55.0
G048862,48.0
G048863,55.0
G048864,
G048865,66.0
G048866,51.0
G048867,40.0
G048868,34.0
G048869,32.0
G048870,
G048871,46.0
G048872,56.0
G048873,40.0
G048874,48.0
G048875,53.0
G048876,49.0
G048877,60.0
G048878,53.0
G048879,69.0
G048880,27.0
G048881,
G048882,73.0
G048883,53.0
G048884,56.0
G048885,41.0
G048886,55.0
G048887,43.0
G048888,38.0
G048889,47.0
G048890,23.0
G048891,43.0
G048892,60.0
G048893,45.0
G048894,58.0
G048895,58.0
G048896,49.0
G048897,48.0
G048898,54.0
G048899,
G048900,55.0
G048901,52.0
G048902,50.0
G048903,43.0
G048904,46.0
G048905,55.0
G048906,39.0
G048907,52.0
G048908,45.0
G048909,46.0
G048910,41.0
G048911,42.0
G048912,50.0
G048913,55.0
G048914,57.0
G048915,20.0
G048916,35.0
G048917,57.0
G048918,38.0
G048919,40.0
G048920,58.0
G048921,35.0
G048922,34.0
G048923,46.0
G048924,46.0
G048925,40.0
G048926,25.0
G048927,61.0
G048928,43.0
G048929,58.0
G048930,57.0
G048931,56.0
G048932,64.0
G048933,39.0
G048934,58.0
G048935,49.0
G048936,48.0
G048937,45.0
G048938,57.0
G048939,18.0
G048940,68.0
G048941,47.0
G048942,27.0
G048943,49.0
G048944,18.0
G048945,36.0
G048946,57.0
G048947,47.0
G048948,35.0
G048949,44.0
G048950,38.0
G048951,57.0
G048952,47.0
G048953,49.0
G048954,26.0
G048955,40.0
G048956,29.0
G048957,40.0
G048958,61.0
G048959,44.0
G048960,46.0
G048961,45.0
G048962,60.0
G048963,44.0
G048964,61.0
G048965,44.0
G048966,49.0
G048967,61.0
G048968,42.0
G048969,59.0
G048970,47.0
G048971,35.0
G048972,49.0
G048973,48.0
G048974,40.0
G048975,40.0
G048976,56.0
G048977,33.0
G048978,45.0
G048979,43.0
G048980,38.0
G048981,40.0
G048982,63.0
G048983,62.0
G048984,49.0
G048985,37.0
G048986,29.0
G048987,34.0
G048988,47.0
G048989,41.0
G048990,52.0
G048991,39.0
G048992,56.0
G048993,34.0
G048994,43.0
G048995,50.0
G048996,34.0
G048997,56.0
G048998,40.0
G048999,35.0
G049000,44.0
G049001,58.0
G049002,56.0
G049003,45.0
G049004,36.0
G049005,30.0
G049006,58.0
G049007,59.0
G049008,63.0
G049009,53.0
G049010,46.0
G049011,64.0
G049012,60.0
G049013,27.0
G049014,38.0
G049015,61.0
G049016,47.0
G049017,59.0
G049018,44.0
G049019,32.0
G049020,54.0
G049021,37.0
G049022,54.0
G049023,58.0
G049024,49.0
G049025,54.0
G049026,53.0
G049027,41.0
G049028,26.0
G049029,51.0
G049030,62.0
G049031,64.0
G049032,33.0
G049033,57.0
G049034,48.0
G049035,37.0
G049036,34.0
G049037,45.0
G049038,52.0
G049039,46.0
G049040,45.0
G049041,62.0
G049042,19.0
G049043,40.0
G049044,39.0
G049045,36.0
G049046,51.0
G049047,55.0
G049048,50.0
G049049,57.0
G049050,44.0
G049051,55.0
G049052,18.0
G049053,44.0
G049054,44.0
G049055,44.0
G049056,56.0
G049057,38.0
G049058,49.0
G049059,50.0
G049060,62.0
G049061,33.0
G049062,52.0
G049063,29.0
G049064,32.0
G049065,37.0
G049066,42.0
G049067,
G049068,26.0
G049069,29.0
G049070,54.0
G049071,39.0
G049072,52.0
G049073,32.0
G049074,46.0
G049075,29.0
G049076,35.0
G049077,52.0
G049078,42.0
G049079,37.0
G049080,35.0
G049081,30.0
G049082,34.0
G049083,53.0
G049084,19.0
G049085,57.0
G049086,64.0
G049087,41.0
G049088,30.0
G049089,37.0
G049090,57.0
G049091,29.0
G049092,26.0
G049093,55.0
G049094,57.0
G049095,35.0
G049096,31.0
G049097,63.0
G049098,24.0
G049099,25.0
G049100,60.0
G049101,29.0
G049102,25.0
G049103,38.0
G049104,46.0
G049105,51.0
G049106,78.0
G049107,63.0
G049108,37.0
G049109,35.0
G049110,35.0
G049111,50.0
G049112,58.0
G049113,45.0
G049114,39.0
G049115,48.0
G049116,50.0
G049117,53.0
G049118,40.0
G049119,40.0
G049120,55.0
G049121,45.0
G049122,49.0
G049123,47.0
G049124,67.0
G049125,56.0
G049126,41.0
G049127,29.0
G049128,38.0
G049129,77.0
G049130,31.0
G049131,21.0
G049132,36.0
G049133,43.0
G049134,61.0
G049135,56.0
G049136,29.0
G049137,43.0
G049138,41.0
G049139,30.0
G049140,40.0
G049141,49.0
G049142,50.0
G049143,46.0
G049144,50.0
G049145,52.0
G049146,58.0
G049147,37.0
G049148,41.0
G049149,61.0
G049150,45.0
G049151,45.0
G049152,45.0
G049153,45.0
G049154,29.0
G049155,39.0
G049156,44.0
G049157,48.0
G049158,54.0
G049159,54.0
G049160,47.0
G049161,50.0
G049162,42.0
G049163,18.0
G049164,61.0
G049165,28.0
G049166,59.0
G049167,55.0
G049168,67.0
G049169,53.0
G049170,47.0
G049171,54.0
G049172,42.0
G049173,51.0
G049174,39.0
G049175,34.0
G049176,47.0
G049177,39.0
G049178,59.0
G049179,51.0
G049180,60.0
G049181,67.0
G049182,53.0
G049183,48.0
G049184,42.0
G049185,
G049186,52.0
G049187,42.0
G049188,27.0
G049189,63.0
G049190,50.0
G049191,58.0
G049192,33.0
G049193,46.0
G049194,72.0
G049195,37.0
G049196,32.0
G049197,43.0
G049198,49.0
G049199,25.0
G049200,43.0
G049201,43.0
G049202,44.0
G049203,33.0
G049204,41.0
G049205,68.0
G049206,53.0
G049207,45.0
G049208,56.0
G049209,51.0
G049210,37.0
G049211,47.0
G049212,70.0
G049213,40.0
G049214,44.0
G049215,60.0
G049216,66.0
G049217,38.0
G049218,49.0
G049219,31.0
G049220,37.0
G049221,35.0
G049222,25.0
G049223,59.0
G049224,44.0
G049225,30.0
G049226,52.0
G049227,31.0
G049228,43.0
G049229,30.0
G049230,43.0
G049231,40.0
G049232,31.0
G049233,40.0
G049234,35.0
G049235,29.0
G049236,50.0
G049237,40.0
G049238,57.0
G049239,31.0
G049240,59.0
G049241,46.0
G049242,32.0
G049243,28.0
G049244,43.0
G049245,31.0
G049246,32.0
G049247,45.0
G049248,18.0
G049249,25.0
G049250,61.0
G049251,39.0
G049252,35.0
G049253,66.0
G049254,34.0
G049255,41.0
G049256,27.0
G049257,37.0
G049258,40.0
G049259,36.0
G049260,63.0
G049261,43.0
G049262,36.0
G049263,28.0
G049264,36.0
G049265,36.0
G049266,53.0
G049267,50.0
G049268,59.0
G049269,34.0
G049270,35.0
G049271,57.0
G049272,37.0
G049273,46.0
G049274,25.0
G049275,26.0
G049276,47.0
G049277,40.0
G049278,38.0
G049279,43.0
G049280,51.0
G049281,57.0
G049282,54.0
G049283,28.0
G049284,27.0
G049285,61.0
G049286,47.0
G049287,47.0
G049288,26.0
G049289,46.0
G049290,49.0
G049291,64.0
G049292,60.0
G049293,32.0
G049294,36.0
G049295,52.0
G049296,46.0
G049297,28.0
G049298,31.0
G049299,58.0
G049300,69.0
