date,location,temp_max_c,precip_mm
2016-11-19,Algarve,19.5,0.6
2016-11-20,Algarve,17.0,2.4
2016-11-21,Algarve,17.1,3.8
2016-11-22,Algarve,14.3,0.0
2016-11-23,Algarve,19.9,0.0
2016-11-25,Algarve,16.7,0.0
2016-11-26,Algarve,16.8,0.0
27/11/2016,Algarve,14.1,0.0
2016-11-28,Algarve,13.8,0.0
2016-11-29,Algarve,16.9,2.6
2016-11-30,Algarve,18.8,4.7
2016-12-01,Algarve,16.3,4.0
2016-12-02,Algarve,17.4,0.0
2016-12-03,Algarve,19.7,0.0
2016-12-04,Algarve,18.7,0.0
05/12/2016,Algarve,12.8,0.0
2016-12-06,Algarve,18.5,0.0
2016-12-07,Algarve,17.7,0.0
2016-12-08,Algarve,16.1,0.0
2016-12-09,Algarve,16.8,0.0
2016-12-10,Algarve,13.7,0.0
2016-12-11,Algarve,14.2,2.0
2016-12-13,Algarve,14.8,0.0
2016-12-14,Algarve,17.5,3.9
2016-12-15,Algarve,14.8,0.0
2016-12-16,Algarve,17.8,0.0
2016-12-17,Algarve,13.8,0.0
2016-12-18,Algarve,14.5,0.0
2016-12-19,Algarve,15.3,0.0
2016-12-20,Algarve,17.7,9.3
2016-12-21,Algarve,16.6,0.0
2016-12-22,Algarve,16.0,0.0
2016-12-23,Algarve,12.2,0.0
2016-12-24,Algarve,15.9,0.0
25/12/2016,ALGARVE ,16.2,0.0
2016-12-26,Algarve,13.8,0.0
2016-12-27,Algarve,12.8,1.0
2016-12-28,Algarve,16.8,0.0
2016-12-29,Algarve,14.0,0.0
2016-12-30,Algarve,15.7,0.0
2016-12-31,Algarve,13.8,0.0
2017-01-01,Algarve,17.6,0.0
2017-01-02,Algarve,15.3,0.0
2017-01-03,algarve,14.9,0.5
2017-01-04,Algarve,17.0,1.2
2017-01-05,Algarve,15.8,0.0
2017-01-06,Algarve,13.5,0.0
2017-01-07,Algarve,15.4,3.2
2017-01-08,Algarve,11.7,0.0
2017-01-09,Algarve,13.3,0.0
2017-01-10,Algarve,17.3,0.0
2017-01-11,Algarve,16.5,0.0
2017-01-12,Algarve,16.9,0.0
2017-01-13,Algarve,19.0,0.0
2017-01-14,Algarve,15.5,1.4
2017-01-15,Algarve,17.4,0.0
2017-01-16,Algarve,14.0,0.0
2017-01-17,Algarve,13.7,3.9
2017-01-18,Algarve,14.7,2.1
2017-01-19,Algarve,13.6,0.0
2017-01-20,ALGARVE ,13.4,0.0
2017-01-21,Algarve,17.9,0.0
2017-01-22,Algarve,17.0,0.0
2017-01-23,Algarve,15.4,0.0
24/01/2017,algarve,13.8,0.0
2017-01-25,Algarve,16.6,0.0
2017-01-26,Algarve,13.0,0.0
2017-01-27,Algarve,12.0,0.0
2017-01-28,Algarve,14.2,0.0
29/01/2017,Algarve,13.7,0.0
2017-01-30,Algarve,18.2,6.9
2017-01-31,Algarve,16.8,0.0
2017-02-01,Algarve,17.5,3.0
2017-02-02,Algarve,13.8,0.0
2017-02-03,Algarve,15.5,0.0
2017-02-04,Algarve,19.7,0.0
05/02/2017,Algarve,15.5,0.0
2017-02-06,Algarve,16.8,0.0
2017-02-07,Algarve,16.2,0.0
2017-02-08,Algarve,12.5,12.4
2017-02-09,Algarve,15.1,0.0
2017-02-10,Algarve,11.0,0.0
11/02/2017,Algarve,15.4,0.0
2017-02-12,Algarve,15.4,0.0
2017-02-13,Algarve,12.9,0.0
14/02/2017,Algarve,16.6,0.0
2017-02-15,Algarve,15.5,0.0
2017-02-16,Algarve,16.6,0.0
2017-02-17,ALGARVE ,15.7,4.0
2017-02-18,Algarve,19.1,3.1
19/02/2017,Algarve,15.4,0.0
20/02/2017,Algarve,16.7,0.0
21/02/2017,Algarve,15.5,0.0
2017-02-22,Algarve,19.4,0.0
2017-02-23,Algarve,12.2,0.0
2017-02-24,Algarve,15.6,0.4
2017-02-25,Algarve,17.5,1.8
2017-02-26,Algarve,16.2,0.0
2017-02-27,Algarve,19.9,0.0
2017-02-28,Algarve,16.1,0.0
2017-03-01,Algarve,16.8,0.0
2017-03-02,Algarve,16.4,0.2
2017-03-03,Algarve,18.8,0.0
2017-03-04,Algarve,15.6,1.4
2017-03-05,Algarve,20.7,0.0
2017-03-06,Algarve,18.6,0.0
2017-03-07,Algarve,14.3,0.0
2017-03-08,Algarve,20.9,0.0
2017-03-09,Algarve,14.9,0.0
10/03/2017,ALGARVE ,18.5,2.0
11/03/2017,Algarve,22.3,0.0
12/03/2017,Algarve,20.1,0.0
2017-03-13,ALGARVE ,19.8,0.0
2017-03-14,Algarve,22.9,0.0
2017-03-15,Algarve,15.3,0.0
2017-03-16,algarve,23.9,7.0
2017-03-18,Algarve,18.8,0.0
2017-03-19,Algarve,17.3,0.0
2017-03-20,Algarve,13.8,3.8
2017-03-21,Algarve,18.8,0.0
2017-03-22,Algarve,21.3,0.0
23/03/2017,Algarve,17.9,0.7
24/03/2017,Algarve,18.3,0.0
2017-03-25,Algarve,20.4,0.0
2017-03-26,Algarve,17.5,0.0
2017-03-27,Algarve,20.8,0.0
2017-03-28,Algarve,16.8,3.6
29/03/2017,Algarve,20.9,0.0
2017-03-30,Algarve,22.4,0.0
2017-03-31,Algarve,18.7,0.0
2017-04-01,Algarve,21.2,0.0
2017-04-02,Algarve,23.8,7.4
2017-04-03,Algarve,19.0,0.0
2017-04-04,Algarve,19.8,1.8
2017-04-05,Algarve,18.6,0.0
2017-04-06,Algarve,19.3,0.0
2017-04-07,Algarve,22.7,0.0
2017-04-08,Algarve,25.8,0.0
2017-04-09,Algarve,18.3,0.0
2017-04-10,Algarve,25.2,0.0
2017-04-11,Algarve,23.2,0.0
2017-04-12,Algarve,26.6,0.0
2017-04-13,Algarve,19.9,0.0
2017-04-14,algarve,20.0,0.0
15/04/2017,Algarve,18.6,0.0
2017-04-16,Algarve,18.9,0.0
2017-04-17,Algarve,26.6,0.0
2017-04-18,Algarve,20.4,0.0
2017-04-19,Algarve,23.8,2.6
2017-04-20,Algarve,21.2,0.0
2017-04-21,Algarve,24.1,0.0
2017-04-22,Algarve,22.1,0.0
2017-04-23,Algarve,23.4,0.0
2017-04-24,Algarve,22.2,0.0
2017-04-25,ALGARVE ,27.6,0.0
2017-04-26,Algarve,22.7,0.0
2017-04-27,Algarve,26.2,0.0
2017-04-28,Algarve,22.2,0.0
2017-04-29,Algarve,21.1,0.0
2017-04-30,Algarve,24.9,2.4
2017-05-01,Algarve,23.5,0.0
2017-05-02,Algarve,25.5,0.0
2017-05-03,Algarve,22.7,0.0
2017-05-04,Algarve,24.6,0.0
2017-05-05,Algarve,21.0,0.0
2017-05-06,Algarve,23.0,0.0
2017-05-07,algarve,24.6,2.6
2017-05-08,Algarve,24.2,0.0
2017-05-09,Algarve,25.4,0.0
2017-05-10,Algarve,25.1,0.0
12/05/2017,Algarve,26.5,1.2
2017-05-13,Algarve,26.3,1.6
2017-05-14,Algarve,26.9,1.5
2017-05-15,Algarve,24.5,0.0
2017-05-16,Algarve,27.6,0.0
2017-05-17,Algarve,21.8,0.0
2017-05-18,Algarve,24.8,0.0
2017-05-19,Algarve,29.1,0.0
2017-05-20,ALGARVE ,24.2,0.0
2017-05-21,Algarve,24.3,0.0
2017-05-22,Algarve,21.2,0.0
2017-05-24,Algarve,26.0,2.5
2017-05-25,ALGARVE ,28.5,0.0
2017-05-26,Algarve,26.6,0.0
2017-05-27,algarve,25.7,0.0
2017-05-28,Algarve,22.0,0.0
2017-05-29,Algarve,26.1,0.0
2017-05-30,Algarve,24.0,0.0
2017-05-31,Algarve,26.8,0.0
2017-06-01,Algarve,24.3,0.0
2017-06-02,Algarve,29.7,4.0
03/06/2017,Algarve,26.9,0.0
2017-06-04,Algarve,25.7,0.0
2017-06-05,Algarve,24.8,0.0
2017-06-06,Algarve,24.8,0.0
2017-06-07,ALGARVE ,29.6,0.6
2017-06-08,Algarve,29.3,0.0
2017-06-09,Algarve,26.0,0.0
2017-06-10,Algarve,27.2,0.0
2017-06-11,Algarve,30.6,0.0
2017-06-12,Algarve,32.1,0.0
13/06/2017,Algarve,26.4,0.0
2017-06-14,algarve,25.6,0.0
2017-06-15,Algarve,32.8,0.0
2017-06-16,Algarve,26.9,0.0
2017-06-17,Algarve,29.9,0.0
2017-06-18,Algarve,28.8,0.0
2017-06-19,Algarve,31.5,0.0
20/06/2017,Algarve,31.9,0.0
2017-06-21,Algarve,28.1,0.0
22/06/2017,Algarve,25.5,0.0
2017-06-23,Algarve,28.6,0.0
2017-06-24,Algarve,27.0,4.6
2017-06-25,Algarve,31.1,0.0
26/06/2017,Algarve,29.5,2.5
2017-06-27,Algarve,28.2,0.9
2017-06-28,Algarve,30.9,0.0
2017-06-29,Algarve,26.2,0.0
2017-06-30,Algarve,29.8,3.4
2017-07-01,Algarve,31.9,0.0
2017-07-03,ALGARVE ,26.6,0.0
2017-07-04,Algarve,33.0,0.0
2017-07-05,Algarve,30.1,0.0
2017-07-06,Algarve,30.7,0.0
2017-07-07,Algarve,31.3,0.0
2017-07-08,Algarve,28.5,0.0
2017-07-09,Algarve,31.5,0.0
2017-07-11,Algarve,27.1,0.0
2017-07-12,Algarve,31.9,3.7
2017-07-13,Algarve,27.0,0.0
2017-07-14,Algarve,28.7,0.0
2017-07-15,Algarve,26.4,0.0
2017-07-16,Algarve,34.0,0.0
17/07/2017,ALGARVE ,29.0,0.0
2017-07-18,Algarve,32.3,0.0
19/07/2017,Algarve,25.0,0.0
2017-07-20,Algarve,28.6,0.0
2017-07-21,Algarve,32.6,0.0
2017-07-22,Algarve,27.7,0.0
2017-07-23,Algarve,27.0,0.0
2017-07-24,Algarve,29.2,0.0
2017-07-25,Algarve,25.8,0.0
2017-07-26,Algarve,27.4,0.0
2017-07-27,Algarve,25.9,1.0
2017-07-28,Algarve,29.2,0.0
2017-07-29,Algarve,29.3,0.0
2017-07-30,algarve,28.6,0.0
2017-07-31,Algarve,27.2,0.0
01/08/2017,Algarve,29.9,0.0
2017-08-02,Algarve,26.8,0.0
2017-08-03,Algarve,29.5,0.0
2017-08-04,algarve,24.9,0.0
2017-08-05,ALGARVE ,31.6,0.0
2017-08-06,Algarve,30.1,1.0
2017-08-07,Algarve,29.9,0.0
2017-08-08,Algarve,28.2,0.0
2017-08-09,Algarve,28.1,0.0
2017-08-10,Algarve,27.3,0.0
2017-08-11,algarve,28.6,0.0
2017-08-12,Algarve,30.2,0.0
2017-08-13,Algarve,28.9,0.0
2017-08-14,Algarve,23.4,0.0
2017-08-15,Algarve,28.0,0.0
2017-08-16,algarve,30.7,0.0
2017-08-17,Algarve,26.8,0.0
2017-08-18,Algarve,28.4,0.0
2017-08-19,Algarve,30.2,0.0
2017-08-20,Algarve,31.0,0.0
2017-08-21,ALGARVE ,29.2,0.0
2017-08-22,Algarve,28.9,0.0
2017-08-23,Algarve,24.7,0.0
2017-08-24,Algarve,27.9,0.0
2017-08-25,Algarve,27.5,0.0
2017-08-26,Algarve,27.8,0.0
27/08/2017,Algarve,25.7,0.0
2017-08-28,Algarve,25.4,0.0
2017-08-29,Algarve,25.3,0.0
2017-08-30,Algarve,25.9,0.0
2017-08-31,Algarve,28.7,4.9
2017-09-01,Algarve,29.2,0.0
2017-09-02,Algarve,29.2,0.0
2017-09-03,Algarve,27.0,0.0
2017-09-04,Algarve,26.7,0.0
2017-09-05,Algarve,30.0,0.0
2017-09-06,Algarve,27.3,0.0
07/09/2017,Algarve,27.5,0.0
2017-09-08,Algarve,26.1,0.0
2017-09-09,Algarve,26.6,0.0
2017-09-10,Algarve,26.7,0.0
11/09/2017,Algarve,27.9,2.7
2017-09-12,Algarve,23.1,0.0
2017-09-13,Algarve,23.6,0.0
2017-09-14,Algarve,24.2,0.0
2017-09-15,Algarve,22.6,0.0
16/09/2017,Algarve,29.2,0.0
2017-09-18,Algarve,28.2,1.2
2017-09-19,Algarve,26.7,0.0
2017-09-20,algarve,26.7,0.0
2017-09-21,algarve,20.3,0.0
2017-09-22,Algarve,20.3,0.0
2017-09-23,Algarve,25.2,0.0
24/09/2017,Algarve,24.1,0.0
25/09/2017,Algarve,18.9,0.0
2017-09-26,Algarve,28.4,0.0
2017-09-27,Algarve,19.0,0.0
28/09/2017,Algarve,22.1,0.0
2017-09-29,Algarve,21.7,0.0
30/09/2017,Algarve,27.6,0.0
2017-01-18,Algarve,14.7,2.1
2015-10-21,Lisbon,16.9,9.2
2016-12-10,Algarve,13.7,0.0
2015-08-19,Algarve,29.3,0.0
2016-12-07,Lisbon,15.2,0.0
2015-11-15,Lisbon,18.2,0.0
03/09/2017,Algarve,27.0,0.0
2016-07-11,Lisbon,31.5,0.0
2017-06-11,Algarve,30.6,0.0
2017-01-24,Algarve,13.8,0.0
2015-08-07,lisbon,29.0,0.0
2016-04-25,Lisbon,20.2,3.5
08/12/2016,Lisbon,15.3,0.0
2015-09-16,Lisbon,24.0,0.0
2017-02-09,Lisbon,16.9,0.0
2015-06-22,Algarve,30.2,0.0
2016-09-09,Algarve,23.7,0.0
